uuid,x,y
uuid:d6141339-ad28-4bf7-9de2-72a81da7edd8,2.2177842,7.875891
uuid:9ec5078c-c02a-43db-99b9-00bde8871b58,4.009923,0.13738091
uuid:1df7ed1e-75db-496e-b482-e961b6829997,3.9948704,-4.7001653
uuid:1d1ffd57-cbb7-4c03-9ddf-d7e7bd1f652a,-6.3842225,4.4442115
uuid:007435fa-3ae1-4a7b-9b1d-05137fb153bb,-5.010724,5.5566225
uuid:364810ff-6377-4eee-a35d-c0b927c9878b,2.7048461,4.071241
uuid:1675f0e5-a015-45a9-b920-b8bff6a83d5c,-7.846866,5.3914657
uuid:9135d0a5-539a-4f0e-b96f-8d4dbc6cc566,2.9534087,6.980504
uuid:41d0ee8c-c49e-40c7-82f5-17322d5ad388,4.045188,6.7194686
uuid:c19c0a30-075b-4911-9352-0d9f480f39d5,1.5444306,5.1144605
uuid:0a7f7112-e1e1-43a9-916c-f5be9a27f52b,1.4609861,6.262026
uuid:ef7239a6-f436-4e9b-9e7a-4a8ff0947ed6,-7.9787555,5.0318985
uuid:7c1856ea-93f7-4993-b69a-dee6d1229efd,-0.8466104,8.490948
uuid:79ceaf17-1572-48b1-886e-52d88639f993,0.6664258,8.266038
uuid:0cc9cffb-618b-43c2-98d4-0725a4a26945,2.7499115,7.7842927
uuid:1ddf8858-c22c-4ba3-9bb6-b0bf418edbb8,3.22141,4.4311566
uuid:64315def-5230-4f12-aac9-53cd560b0d5c,-4.629207,6.269715
uuid:b1e581de-523d-44e1-98eb-ade4889908f2,2.514132,8.157295
uuid:1ee90337-65b1-4070-ac08-bb6d943f76b9,-0.5997243,5.256764
uuid:4307531c-054e-43fb-90ee-806aeae3bfe4,3.001867,7.289063
uuid:a0b4ffb0-a4f7-46a1-bdb5-200c5af5f519,-2.5732927,4.02203
uuid:dcb2afa9-ee38-4fb6-94e8-f2cfd7977358,-3.6610186,1.776276
uuid:449e6e0d-29b8-4a79-9f14-321e409a804d,6.815835,-2.7118042
uuid:d2e6698a-95a8-4a8b-a75a-6304729c63f4,-4.490161,-2.2371829
uuid:500fc4e7-e198-4d8b-9675-14cc8fb6d682,2.565477,7.8037934
uuid:78ad86a3-197f-4016-9708-d3bf7c425625,1.9961737,7.3968034
uuid:cd7980b5-f7a6-45a4-933b-a37fb1cc5267,1.1924171,6.7902207
uuid:6742b898-ad85-4c08-bf82-a8e48362cc64,-7.065196,4.4581895
uuid:7f5b7d6e-8a26-4d40-bf08-fa5d76916b9f,1.2755868,7.757464
uuid:1a274e56-9cda-42ab-b8af-0b11ef2b8687,8.193794,-1.867873
uuid:e49f10ab-394e-464a-8db7-4c443ea1060d,-0.39861646,-1.5492696
uuid:612992da-db57-48f7-976f-aac9040c77cc,-4.8399715,4.8400116
uuid:41a2597b-c8ae-4fe0-b1e4-6ffe34673b4a,-4.87608,5.944906
uuid:e604d1e9-062a-4b03-b8b8-97343ebb40b2,-1.6173509,5.394804
uuid:ab553c24-bad3-40f2-b3aa-e3c2af7b019e,-1.0391389,6.234378
uuid:9a978747-a09c-4fc1-8a5f-45af9c9b354d,1.432211,7.596144
uuid:7a8cb42a-8faa-4941-9b6d-9f0ad0e73850,2.41309,3.9460514
uuid:2dfdbca7-fb9c-4963-ae2d-fce400b011bb,3.957426,-4.609755
uuid:704a6d3e-1a5a-4c98-9ed5-81038ab76a7a,-2.3422549,8.267308
uuid:e6344779-a6e9-4387-a896-e699fadc7a15,-3.942883,-1.3226413
uuid:26652dc7-2b74-412f-9339-4082765eac27,-5.3198977,5.843535
uuid:e8a29db4-7f0d-4ab2-aff6-a70ffee707f3,-1.6945193,-4.420879
uuid:0ea09bed-a464-4fac-9031-27e3fb4cc73c,-0.96774364,6.259234
uuid:ea84c61b-f875-4f9e-88bc-42fa4ebd8bc9,2.4995747,5.956462
uuid:4eb98da0-fa95-4481-b971-f02dd56a3ec5,-0.47023115,9.246619
uuid:8011c301-00c9-4c07-a9df-3e0cc282d8ad,-2.5286791,4.9902797
uuid:444669bd-945e-4853-8507-7e4cfa76ccb0,-0.07742065,5.2238207
uuid:e3728796-78b6-4c61-b95e-f55b4e30762c,1.8952208,-3.6059127
uuid:b969060b-893d-41fb-813f-87d10f392ab7,2.6093745,4.690286
uuid:b9c99dac-329c-4e57-b27c-d447cdf916bc,-5.4429226,1.5783185
uuid:47a48a9e-8842-4860-a4f2-26868cffb8b9,-3.8624132,-1.2847137
uuid:c2afc3b9-7941-49eb-ad7b-31b84e109fb3,3.3583798,1.8776292
uuid:0d820fc6-d91e-4941-a2d0-1f2b31dbf783,-1.9633592,7.487453
uuid:9cb4a095-248d-45fa-9af8-bcd3988c01c4,-6.216699,6.368181
uuid:78ae579b-0c3a-424e-981b-b2227a2be058,1.8718971,4.2598114
uuid:36a8223b-7975-4a22-b2c8-376c46b62290,0.62609136,8.451927
uuid:7557dd42-e528-444b-8335-0fd97b55515c,0.18246284,9.24123
uuid:51cf7077-d4a9-44b3-b8e2-366712c04d0c,6.6917396,1.150127
uuid:52e08b11-20d2-4671-be8e-f600310bf0e5,1.3701121,5.4097214
uuid:4a231d3e-dbfc-4248-b5dd-1b1a4322d762,0.21540299,8.759221
uuid:0024dc76-6776-4f15-bb56-c02680bb7be2,-0.81773955,5.922315
uuid:1b55db83-cd73-4d2a-a648-c966eaeeebf6,-2.0683608,-1.6656331
uuid:94a02e2b-726b-4906-90f6-c44924594f0d,1.8974473,7.938682
uuid:e01358fb-1c8f-489a-8e6b-a06b3f21c121,2.6639001,8.024225
uuid:be2c6c97-0277-463c-bbf4-229bb48838d4,2.2721488,7.5226827
uuid:d703fbde-7e92-413a-a3ba-904ce62a385b,0.5983132,7.604279
uuid:637f43a3-f35d-4cc8-9e66-9eddd87cea59,0.9696771,8.380112
uuid:df941c98-7d67-42c4-aa28-749a84022220,1.9345596,7.8171477
uuid:72e23612-5b60-4e20-9a4b-cc61df6d19ee,-2.3058407,4.3487034
uuid:34245086-2ab8-4541-a190-a6d76def0c43,-4.4428506,5.6616144
uuid:13b2f53f-8c85-466e-b1f9-9208b500bbc2,1.2324873,5.053166
uuid:bf08d2da-e22a-4a1c-88e9-edf36e616326,-7.998619,5.0944915
uuid:d1520029-ae06-48d6-8102-bd3f460e1219,-4.1305895,-1.3886393
uuid:e49a200d-ebe1-41aa-a970-899d3e9f8bde,-7.9911447,4.7407236
uuid:cc6758ba-bdd2-4e57-bb42-82e371a0d586,6.0046124,-2.6252346
uuid:f65b59a8-d670-4c53-91ce-3dae40e5ad90,7.1644745,0.57341844
uuid:3cf33002-70de-40ce-a17b-eaba8a33324a,-1.8459584,5.605126
uuid:3f2895db-fa1b-42f8-a6e0-c61535c0b72d,1.2819846,7.216814
uuid:325eb00b-038e-4ebd-893a-2e4a42e251cd,6.740495,-0.83257747
uuid:3ff42c3d-d25e-42a7-bfcd-849511cbcf37,-3.5916686,5.2476296
uuid:853277e1-19ad-4a18-8b60-f57b98dded38,-5.8344693,0.9511762
uuid:acec4393-801e-4432-8e60-88081673cc70,-4.1635656,0.4318908
uuid:e5a210aa-9223-4f36-8888-44274ec18354,-4.6181436,5.094213
uuid:455e629f-b669-4de4-a20e-43979b7c4ca3,4.2603135,6.7772307
uuid:e6a9ea6c-291c-4318-8d76-591329bb8f77,3.603916,2.773158
uuid:cb678f4f-eb62-4c71-9570-2a421bd66e2e,-1.3784944,6.8570824
uuid:c4ce147d-0a28-4edd-be2e-7bb3b9a31d76,4.242981,6.8263464
uuid:0f77a819-ba42-4554-aade-e40c64869d36,-7.26736,6.2320547
uuid:d733944a-e42f-497b-88e3-a6e34946220b,2.8879766,5.815863
uuid:1b725c0f-da49-487a-9bf0-a124c5cb1c00,-1.2768307,-2.6930566
uuid:b4ed54d5-2c7b-4583-983f-6a2eac214a56,2.9944773,6.198649
uuid:8fe54e9c-52ed-46ad-bcfb-1951d8d37db2,-2.3930786,7.390904
uuid:bb6fc1ba-3abf-4bbe-8605-bd4fb4ed1884,7.3926344,0.6449773
uuid:7cc06848-7ce8-4198-ad2e-13c659b60e13,2.633854,7.843822
uuid:fa4d204c-aab3-4f69-aed5-4cfb629d670f,-0.73490363,6.7551346
uuid:2fd676d7-9343-4a74-9067-30e8f82d75f0,3.1662612,1.0927227
uuid:7c28338b-7a43-489f-8b57-98af6a00561c,8.186838,1.2708093
uuid:e5604670-6fc8-4a0a-b638-5fb93e6952d6,3.4397292,-4.1398015
uuid:c50b828e-bc0d-4dff-91f5-b8ddf4c7ac81,-1.1839025,5.978062
uuid:b7cf2691-3bb9-4915-9818-8570a9cc25b4,3.3172348,6.935966
uuid:af07a472-55c0-4f53-9df7-1de391870382,0.36603966,8.577334
uuid:1b564817-f531-4750-bf63-811002b98917,-0.42126426,9.12436
uuid:5e400086-8170-450b-a401-0c3b59144b31,0.34286323,7.7519135
uuid:7337a768-b54a-4c11-aafe-5cda89918c83,-8.083544,5.2673874
uuid:36f4c565-4ae8-4119-9299-79da7bec6352,2.251172,7.722239
uuid:7c760f7f-5973-4a12-b109-d014140dca40,1.5332402,8.570267
uuid:809a05fb-45fa-439f-83ec-4ddcb2b4ceb2,3.2865808,7.8043027
uuid:0969bf86-fc96-4a96-94fb-af5d9c6c92af,-1.2922584,6.3315787
uuid:c7bad1bd-b268-4dda-b50e-0989b6261d3c,3.8643901,-1.0115211
uuid:cdc72419-fb29-4a89-8dad-950298593430,1.6084332,1.8491737
uuid:72c7c61d-47f6-4d99-ba82-02cde962eac7,2.989178,7.9125094
uuid:e71cfe70-aabb-4de1-a143-3aa699c994b6,-5.0538626,5.4270873
uuid:b71b0da1-7257-4385-804e-d59c0f8a485a,2.2435927,5.7899303
uuid:7b94f65c-177e-4871-8ae5-4ef9eb87a3f9,-8.484048,4.8291535
uuid:859d7e1d-711a-4ebd-be39-1ea5a209b516,2.9837382,8.029653
uuid:d2cb53e4-a744-464f-9959-dc3044bde1fb,-5.6019416,4.7510095
uuid:6e2a5f8d-9c9d-46c5-a3d1-95e13b54ed46,-0.52235234,9.149223
uuid:ab64f05b-a58a-411d-b0dd-b5287302ca42,3.62427,2.3519206
uuid:bf8dd4d1-07e8-4c84-88ab-8bc711cffc54,8.646748,1.232114
uuid:608f979a-d199-463e-899c-0007103cfdb0,5.834947,-1.3514509
uuid:164b71db-b355-47b8-b0b4-7a1108991d1d,-0.36909518,6.085193
uuid:e6a9ea6c-291c-4318-8d76-591329bb8f77,3.602749,2.7727218
uuid:cb678f4f-eb62-4c71-9570-2a421bd66e2e,-1.3796309,6.851702
uuid:c4ce147d-0a28-4edd-be2e-7bb3b9a31d76,4.255546,6.814223
uuid:0f77a819-ba42-4554-aade-e40c64869d36,-7.265146,6.234404
uuid:d733944a-e42f-497b-88e3-a6e34946220b,2.8910768,5.8153257
uuid:1b725c0f-da49-487a-9bf0-a124c5cb1c00,-1.2773247,-2.6634567
uuid:b4ed54d5-2c7b-4583-983f-6a2eac214a56,2.9815686,6.186126
uuid:8fe54e9c-52ed-46ad-bcfb-1951d8d37db2,-2.410929,7.3946176
uuid:bb6fc1ba-3abf-4bbe-8605-bd4fb4ed1884,7.384981,0.63584167
uuid:7cc06848-7ce8-4198-ad2e-13c659b60e13,2.6333928,7.8366
uuid:fa4d204c-aab3-4f69-aed5-4cfb629d670f,-0.73288584,6.7512765
uuid:2fd676d7-9343-4a74-9067-30e8f82d75f0,3.1542344,1.0928496
uuid:7c28338b-7a43-489f-8b57-98af6a00561c,8.189783,1.2734014
uuid:e5604670-6fc8-4a0a-b638-5fb93e6952d6,3.4464474,-4.130045
uuid:c50b828e-bc0d-4dff-91f5-b8ddf4c7ac81,-1.1851218,5.9748263
uuid:b7cf2691-3bb9-4915-9818-8570a9cc25b4,3.3288178,6.919585
uuid:af07a472-55c0-4f53-9df7-1de391870382,0.3634459,8.578645
uuid:1b564817-f531-4750-bf63-811002b98917,-0.41610846,9.131832
uuid:5e400086-8170-450b-a401-0c3b59144b31,0.34347787,7.733848
uuid:7337a768-b54a-4c11-aafe-5cda89918c83,-8.097823,5.2718906
uuid:36f4c565-4ae8-4119-9299-79da7bec6352,2.264241,7.7016215
uuid:7c760f7f-5973-4a12-b109-d014140dca40,1.5383605,8.5656595
uuid:809a05fb-45fa-439f-83ec-4ddcb2b4ceb2,3.2892046,7.775079
uuid:0969bf86-fc96-4a96-94fb-af5d9c6c92af,-1.3059385,6.324787
uuid:c7bad1bd-b268-4dda-b50e-0989b6261d3c,3.8644288,-1.0121429
uuid:cdc72419-fb29-4a89-8dad-950298593430,1.6046985,1.8493251
uuid:72c7c61d-47f6-4d99-ba82-02cde962eac7,2.98071,7.9047275
uuid:e71cfe70-aabb-4de1-a143-3aa699c994b6,-5.056305,5.4298325
uuid:b71b0da1-7257-4385-804e-d59c0f8a485a,2.2441862,5.775175
uuid:7b94f65c-177e-4871-8ae5-4ef9eb87a3f9,-8.5060625,4.841123
uuid:859d7e1d-711a-4ebd-be39-1ea5a209b516,2.979764,8.0208435
uuid:d2cb53e4-a744-464f-9959-dc3044bde1fb,-5.6207533,4.7565184
uuid:6e2a5f8d-9c9d-46c5-a3d1-95e13b54ed46,-0.5245863,9.157762
uuid:ab64f05b-a58a-411d-b0dd-b5287302ca42,3.6244311,2.3541298
uuid:bf8dd4d1-07e8-4c84-88ab-8bc711cffc54,8.662651,1.2314026
uuid:608f979a-d199-463e-899c-0007103cfdb0,5.863433,-1.3641917
uuid:164b71db-b355-47b8-b0b4-7a1108991d1d,-0.38184753,6.0608516
uuid:60cbccec-d00f-4814-933f-d20c3bb3c4fc,5.223501,-0.78519833
uuid:25b8ea27-bd49-4dca-8df6-e769c4d9368d,3.7224834,1.8265446
uuid:6e4f5aef-e2df-4fcf-b32f-30e8cfc5aa8d,-1.750788,5.8121243
uuid:76a4e8b2-a6d2-4f3f-af5f-3b26113432f8,3.296079,1.838082
uuid:dd1ee6b4-895b-4e2f-b023-a54fefa5609e,8.863739,-0.7370638
uuid:5c7870c6-655d-4200-a37e-096c46790100,-3.359702,-1.1844149
uuid:7821623e-cf1e-4abe-a268-7c0913cd4750,-0.29042587,2.8247366
uuid:17bfe73f-5e39-4f3b-8742-038a6c3f8509,-1.857551,4.942275
uuid:737f659c-9a04-46e7-a44d-d8a42a2fc5b9,3.145938,1.1177608
uuid:00745727-6db0-4486-a8a6-2473532ef89c,-2.5950363,-4.8235064
uuid:c506c311-6d79-4128-a7ad-707d59ce6048,-2.2804193,0.7045179
uuid:b55d2a73-2613-40cf-9313-8f6cb8ca033d,-5.0947685,6.0844235
uuid:eba20ec4-1c38-4f0a-ac74-bbda26e6aa63,-0.9775016,6.8308434
uuid:bfb48a9d-94ef-47ea-a5d9-8611b93c6b36,-3.026485,0.4244969
uuid:0eb48447-21ff-4202-85c0-25017c9fea6a,-2.0055156,-2.9650612
uuid:966ceae8-9ee5-420c-9cbd-7b5dc75d1ea7,5.728062,-2.688916
uuid:6bae6ac2-71e8-4ef0-9d61-7f3c86dfb5cc,-5.670303,1.5734502
uuid:d82d8670-26d2-4f9b-b8d7-e7c0262f57ad,-0.3446712,-2.207859
uuid:dfc6b93e-fa32-42e8-a245-8600a48c7b3b,4.0326486,5.7094364
uuid:140ca5d5-10fc-429b-b628-7b47277c629b,3.3569229,1.0505668
uuid:70a9b750-e602-435f-a398-9d4313bf3136,-6.8245907,5.1385536
uuid:b87e7309-3a5c-40fa-877e-3c976b6a67f5,1.4880306,6.5421777
uuid:925e70cc-dc2e-4930-8a24-9ab4f5db6d84,-1.0387098,-4.4936247
uuid:a5519460-84d4-4b52-9f79-98e90cab2240,-2.1231632,5.301534
uuid:7b935950-9f75-4c32-b9de-1dc77300fdf7,-0.2692268,1.0818355
uuid:c3971e6b-cfdd-49a8-bffd-f1c6cee9c6ca,-1.7396435,-3.970861
uuid:1f1432a0-c9b7-460e-a415-c2de5c3837d6,-1.4324206,4.5954394
uuid:520a3299-375b-42bd-ab2a-a706f7d7ac66,-1.6298789,6.6257844
uuid:e3463391-244f-45ee-b216-b0778c1b10c4,8.742244,1.1031574
uuid:92776c56-bb10-483c-af4a-11b57de699ef,2.8416698,-4.628312
uuid:a1065207-2414-48cb-b85e-0293af586511,-0.91181004,6.340035
uuid:693b2c69-0c27-49be-9a53-f098031e152c,-0.54532087,2.7612224
uuid:d253f8bc-7aa7-42ef-9c11-d3af03059132,-0.7152878,-3.118133
uuid:42438f18-4a91-45e3-ae52-f716ab7cdadd,8.647452,0.95062643
uuid:5438f13a-ccf4-49c9-b90e-bffe9e3ecefb,7.478756,2.8499541
uuid:aa89b3d8-e599-4161-9914-61447efa36a0,7.551354,1.3227597
uuid:3e0fc1a5-a5cf-4f3f-b982-d8bbf676a705,-2.3497994,7.488049
uuid:433f8d51-0052-47f5-aca5-f0de56f642fa,-3.5818758,2.2463794
uuid:bedb48de-895c-4949-acc4-910e849594b3,-1.62334,7.0917664
uuid:84675a0a-12bb-4d2f-bc08-501ad4ccd733,7.8775725,-1.5658382
uuid:5e14890b-d4e3-469d-bc3b-cc1f2f6df945,-5.966514,-0.95190513
uuid:d9ce3a0e-fb77-402b-8a51-fa46dca1c08e,-0.7663642,5.6962504
uuid:fd2aab94-b460-4ec8-a1a8-dfd1131bc5e4,-0.81297195,-2.629641
uuid:547aa4fa-ad47-4643-9b48-75ffd3ba5a35,-4.737886,0.23122576
uuid:13bdcd45-1878-4c30-a58b-7c1cf8aa0d15,-1.1945597,6.5568795
uuid:54f8817f-c035-4de4-9ab1-99119acd4a01,-1.4329027,5.1527953
uuid:3218a559-9a2d-4111-b417-5d09fd100834,-4.5791526,-0.30637532
uuid:6e02be89-3d5a-4207-a449-ca14eff30231,-6.2279663,2.545241
uuid:6bd8fee2-806b-4a95-ac66-056348f8c36c,-6.0306344,-0.47890806
uuid:9217651c-f8fb-412c-8b39-d62782c82c1d,-6.8244247,4.2096286
uuid:ff7bb0ff-727d-49ba-b565-a140207b689c,-1.7674369,7.305841
uuid:c2b8143b-564c-46a6-99a8-efd2fc124783,-0.9638117,6.0660577
uuid:4acaa40b-6f48-4329-ac33-0776b123142d,-1.0588982,6.42505
uuid:efb44d67-3ab2-41b8-a23f-aac2349f80a4,5.405974,-2.3736596
uuid:65467cbe-a6e0-41d6-b6b7-70d374185530,6.616194,-1.3952423
uuid:c2c954c6-82ed-4d6c-8b59-b5e5379f1d83,4.3329916,4.558541
uuid:148c3bed-9b1e-42ff-b515-e799e3dc1c3f,-4.866669,5.823508
uuid:bc55a9ce-963a-414e-ab76-ed8a10d05fbb,-1.6470194,5.879825
uuid:bd09778b-a075-4d0b-bfea-79ab88c71f3e,-5.1167326,1.5632229
uuid:d2ade54e-5a27-4f71-8141-2f0bffe0a8b2,7.1479216,2.3074958
uuid:25446e4d-2626-49a0-8b0e-d9889df343b5,4.013689,3.2210588
uuid:4acf14d7-6945-4dab-8da3-06deb3cfe698,-2.419776,7.9666996
uuid:9af1350d-f3c4-4311-a98a-40fac5c343f1,-6.0252986,2.3774705
uuid:26955829-f8b7-4058-afc1-eea84ed4ea11,-6.0821085,-0.72179997
uuid:3f677e31-aa91-4641-a7a2-db8295ffa5fd,-6.103059,-1.0635513
uuid:de98a838-093e-42a3-b74f-65692d97d991,-6.293133,4.029538
uuid:cc38b40f-6c1f-4311-a128-65333c43b55c,-4.3556213,-2.3366604
uuid:ed24abf3-408f-480c-81e6-7c82d65b6ae0,-1.7290833,5.0594583
uuid:bbe9c837-d050-4de9-9337-d0b73456dbef,1.1065544,4.812241
uuid:1b22d54c-e4e8-46fe-b626-83e662f4eeb9,0.44775918,-3.534841
uuid:181552b1-f46c-47b1-9c72-88bb175cce92,-6.058571,-1.3570026
uuid:da2a0e06-f748-497e-9f9f-93bf18bb6e50,-0.4777501,0.767273
uuid:ddf71cbd-569c-4894-8d0d-225705b7b61f,0.44563508,5.4794893
uuid:98dd4f60-db1a-4156-8174-13be60aee6f4,-2.3550434,-4.7097993
uuid:4d3b5ff2-9962-4864-9814-ac1e923b827f,-1.0150315,8.411044
uuid:1de4f520-efc7-42d7-8266-b388451f4d14,7.609148,-1.0070971
uuid:c032f927-1d28-4ba1-b650-4714ce071ba7,-3.5641077,-0.63758016
uuid:f4a596fb-f8aa-44f8-891a-3f2ce18a833f,-4.8552475,4.999218
uuid:f4a6b3b7-82bd-444f-99a8-006db069b616,-0.31093678,1.9417529
uuid:ca377ba0-7209-4a36-868d-7ec6ff2746b8,-0.9171586,4.016072
uuid:b57d2f4a-911f-41ad-b6fa-63dd2ec91415,3.593251,-1.3437886
uuid:193cd14b-919e-497f-8261-767d88047f1a,-4.0359616,5.5666094
uuid:c91823ef-1ab0-426e-a6d3-1747d7f91fe8,-2.0627956,5.0343986
uuid:bdda7a33-1073-4a38-aabb-124367b3a3e1,8.212411,-1.0674291
uuid:1a92560e-a36a-43a7-bea5-0bfefaa4b0cc,4.6197443,5.560505
uuid:90408afa-8f27-42e4-8b1b-1d44bc3973df,1.7615598,1.8702221
uuid:ee6d33ed-d0ef-4f77-9bc2-2d87c2936c46,2.358707,7.720903
uuid:cb105a50-2e1d-43ce-82ed-845cf7adb214,-4.008439,-1.5486445
uuid:fed9db3d-23e5-4631-958e-3a5eddd8b204,0.22779647,7.2863374
uuid:2d3bca49-1f4f-41f1-a2aa-b821712d82ec,6.8181863,-3.0804443
uuid:0d89c0ec-2c2f-4232-a638-390f908f14bb,3.724905,4.476691
uuid:23bec597-626f-4c3f-84f1-847aac2ce386,-1.0271243,4.479468
uuid:6e0e2b2b-9c26-4dc4-bca4-c177f936e90b,-6.2213335,-0.44610876
uuid:dbaa8c4f-af15-42db-b789-a2ea50807f0d,8.902426,-0.7479135
uuid:3ebe06a4-77ce-4a07-9ce9-cbddbea972c6,-2.7239711,3.766514
uuid:addc4f04-0d62-44e3-92db-15249508434c,-0.13283667,5.086221
uuid:41cf0d2d-ea30-45dd-9c0e-7d04db7f81ac,-0.23006523,1.7888783
uuid:bd6aa19f-eddd-4e77-b07c-2cfc48e5e770,-1.0786101,6.4857097
uuid:45eb9ddb-67a8-4e9b-ad87-5fff58989d45,-3.380688,4.057759
uuid:ade3ff51-9abf-4b4f-b8c2-fe28bf732429,8.799467,1.0695935
uuid:42e8a459-99e4-4720-918d-9c1f791daa0c,-5.3322306,5.146231
uuid:f150ebc6-9720-47b2-b7e7-2413eb82b957,-1.8050951,-3.8823252
uuid:da8fb0e0-f004-4be0-ac7b-10a9da001d6d,0.83501494,-5.6950603
uuid:f6f3d11d-8878-4422-b65a-9e7f1b639a88,-4.408293,5.211664
uuid:fabb5d91-98a9-4c29-b9be-c4210add9108,0.629134,-1.433874
uuid:ffa05e28-68dc-4d5a-af66-5d00530bf1e8,-2.0182173,0.5074373
uuid:383f5294-79e2-47fc-b794-b2e805d6c58b,-4.0343947,1.1992127
uuid:063faba0-7c8c-493c-853c-6e7cff6f94c2,-7.974269,4.4714494
uuid:a732d9ba-7174-4b20-81aa-01f387e5de35,-4.050321,-2.17044
uuid:d7e3e050-2fc5-4f0e-b5e8-7be1c85a9e46,-3.2515585,4.3525214
uuid:4a9c19c7-d837-4130-989e-a6e8be153d59,-5.230302,2.0173588
uuid:b9a81d9f-0359-49e2-8968-0371304940db,-1.1766058,6.8580575
uuid:486154d6-b535-4a2a-b394-c2f7f3f43ac4,-3.8860595,1.8835571
uuid:d9413067-e76e-49d4-b7ec-67d3097d7aaf,-0.8157488,-0.724372
uuid:5420afb8-df24-4910-b275-deebd13fde1c,4.0319796,4.4020233
uuid:8dd60526-5399-49e9-afe9-9f6e19c49ca7,-6.0922728,-1.2851633
uuid:befa522b-474e-4c3d-a4ca-2d1273d9c7a9,-3.3187218,5.12917
uuid:8de412e0-679e-44f1-a1eb-5a8850385a8f,8.239515,1.2366549
uuid:a7ff9f3d-414d-4f1e-99c0-0257332bb157,8.447113,1.2780236
uuid:7f46ae3a-f362-4629-a1b2-4912e39a6001,3.721519,3.0476766
uuid:461ec191-470b-448f-ae7d-e567773c4751,-1.4288642,-1.6270292
uuid:2fe43419-5c40-486a-92e1-9110966507f9,-4.8210664,4.8911157
uuid:82a619ee-d099-43a7-9d81-d41cc8cb2869,-5.890356,2.785228
uuid:a45fa4e6-c1af-4deb-a8a0-86c64c273921,-1.6729774,-4.0328026
uuid:b9ff450f-3c35-49e1-a1ff-b783396b86f5,-6.9256344,5.5882444
uuid:8e189e97-2acd-4d38-88ec-5f78167993fb,-0.71848565,-2.3215017
uuid:eed26d4c-8922-4b2e-bc9f-326fdf15d603,-6.8257966,4.109835
uuid:d9b9bddc-a999-44f5-9cc6-5a0971c418dd,1.377247,2.973797
uuid:1d0539c6-d414-48e0-906b-f7cbdc37f77c,-2.0508382,4.3839707
uuid:94404052-0f4e-4ef9-a665-bcb5c710435e,-2.0477011,5.0355506
uuid:a3eab3e2-29c3-4d19-8208-6f12a7111d8c,-2.3976743,3.7042012
uuid:957f42cc-2856-4e64-83bd-ea1efb832ce2,-7.0817447,4.895116
uuid:81582f64-a3bb-4b19-a0e3-ca934800d5aa,3.9462268,-0.7166625
uuid:f382d5f3-bd63-44fe-aaf5-792e410da95f,-4.7971263,5.5748606
uuid:e3fd19e2-ad79-4891-adf4-526292759056,0.999226,-4.4413443
uuid:2ed32a28-b6ba-4a5c-88df-ab9603089fa5,-4.016294,-2.7793317
uuid:0bac5d00-07ae-42c8-9880-3b312c559192,-1.1573435,3.5217762
uuid:5c9405a5-604b-4f49-b9ed-57c770e15ede,1.0899746,2.9461145
uuid:6e751001-9943-46ec-9725-069e59a707aa,-4.108666,-1.4353573
uuid:d1a5ec52-4547-4761-a980-a56c9b719508,-4.1013236,-1.1854594
uuid:0b6e5b72-44f1-47b4-8483-bd20707a285f,2.6265044,3.6420705
uuid:f06e7c2e-739a-4ed6-8017-c2c0cd8202e6,3.7689455,3.8394997
uuid:f5e12a4f-45ed-41dd-a45a-09b58240d58f,0.82540697,2.1744094
uuid:4688f59d-62b5-4826-85b0-1bb8bad8508a,-2.358815,-0.89804846
uuid:fb1f77a5-7c2e-4f7a-b0cc-640db7b6df9b,-4.073211,-1.0501481
uuid:44a48a47-7f4f-46dc-8713-a14c7c00f636,-2.8031044,2.0050526
uuid:84360747-e6ba-4b11-b1db-a02c16a544c5,-1.4377358,1.7182481
uuid:2242b933-8eb4-48e8-a226-fd198dd6cb36,-1.0502566,5.856872
uuid:b5cec981-b554-482e-9c87-9062b02f3b78,0.094373435,4.909313
uuid:57c50048-ea4c-4a9b-9f4c-e24d68fc7be0,-1.2551135,4.5837164
uuid:1eaef60d-bfb7-40c3-9f62-ef5c2088a84a,-3.6916285,-1.262965
uuid:2ead1377-37c2-4254-a5f8-26440567ac72,-1.174159,4.341785
uuid:aad1e2a5-bcf4-4982-b869-3b199069d90f,-0.3286432,-2.0396755
uuid:b7cf6b3b-49fe-4ce3-a196-7b8cc0e3f8f4,-1.2927276,5.2528515
uuid:11843c70-ada7-479d-9db3-acc148f30c47,-3.7918415,-1.4787507
uuid:5bd347d9-62ab-4887-bb8d-2d5452838936,-2.697515,4.5023904
uuid:632cd1ad-ca43-4289-a7d3-79b134459ed6,8.466249,0.93743294
uuid:c16164b1-eebf-45a5-94b9-60d3bc5742d1,1.4188837,-3.751727
uuid:5b6801de-6e23-47db-9faf-74f3202127dd,-0.8000249,3.7211237
uuid:f17f48d5-fb68-45f8-8791-3d72de4970a2,-2.4871237,4.761593
uuid:5f4e10f5-9e5b-4858-8feb-555f1f284830,-2.7230854,7.55032
uuid:8bd86467-7565-481c-beec-4d76423f1bff,-5.047717,1.2597234
uuid:0fe09a5c-ea2e-4a18-8470-7c1e6ba74900,-1.096387,-4.4206877
uuid:8566e258-c89a-4c97-a35f-46189e7fcb21,-3.920143,-1.1633878
uuid:8670a221-38c8-4764-8d5f-320249244fb8,-1.28236,4.091203
