uuid,x,y
uuid:7e853a7f-834c-46ee-8bc4-76fd991bf9af,6.644291,-1.342495
uuid:35302386-d54b-4980-abb6-c2485d07ebf5,6.790225,0.37634712
uuid:45536a0f-77fc-4353-a429-46264bf515c5,1.5910938,5.531962
uuid:e53ae56b-e5ee-40e5-91e5-c6443cb7622e,-2.3617737,-4.9897165
uuid:5f975f7d-dd56-4e76-8890-a13b9b381426,3.414867,-4.7926984
uuid:645bb54a-894e-4dac-b7d7-81690b58c2aa,4.2553797,-1.2883027
uuid:88058ab1-30ed-4af0-8189-9088b910a005,6.7903137,0.37623864
uuid:9706bb2d-b183-4460-b73c-9fc4cd659d6b,1.591343,5.531895
uuid:48e7dbbb-7fe2-4f47-ba93-4b9e376b8c2f,1.6038256,5.5329866
uuid:4f5e84b0-9a9c-44bc-8099-65a485e7d4f7,-2.1573665,4.4468274
uuid:2cb8923a-20c2-4217-bee3-f763fb7ab1d5,-2.6292126,6.796263
uuid:dca251ad-9d34-42ab-ab98-a0a963af18c7,-0.60577494,-2.1613188
uuid:110e49fd-955d-4391-9846-fd50f246641c,2.7285776,-4.141727
uuid:95e81f95-b23f-403c-a1e5-495b71373c27,-2.3695986,5.355657
uuid:e0dcacb1-93f0-4d7e-9b5b-9c4d57597e51,-2.4418504,5.052794
uuid:ec41f37c-fc2c-46cd-b675-15b1a20950fc,-0.6959991,4.4533653
uuid:c168add0-ddc0-4765-9c3c-4c79b58cc562,-4.4063063,5.437657
uuid:93ee5ed0-111d-4758-9ad9-5e5bfc71273a,-4.574129,4.54602
uuid:a3d41b81-9439-4075-a570-e2fe1b9aed20,2.306463,7.95075
uuid:5a84e096-7e89-48eb-8f0c-fb9d8371900d,-3.3063874,6.2621274
uuid:4e43ef3b-0a5e-4ccf-9352-2eea4ac3370c,3.7847033,2.8115754
uuid:1a7ee63f-cf59-4c38-84bd-c2931ed665ed,-0.40343556,2.2063682
uuid:f45b0cc5-4d20-4617-b7d1-be8d280a5a92,0.8027166,-2.0615423
uuid:ff935feb-5718-49c3-9175-ef253f976441,3.4952004,4.2942247
uuid:46bc606f-6105-4b33-9406-dc6f6f5e7631,-5.091351,1.8616962
uuid:abf4adc9-b198-4cb1-a338-64567fc62521,3.3715255,-3.3120427
uuid:cd8fce02-5a6c-4d87-b52f-c820438b9684,1.477123,5.360622
uuid:3524db84-b8f9-4f6c-be8a-e176fe851484,4.217688,-0.34684223
uuid:b55c9a28-c034-4ca6-9360-294bc8938d72,1.7463869,1.0722233
uuid:1684d67c-dbe9-4993-b41f-8120336c9bd9,1.5151606,6.1934915
uuid:34f4f49f-49a9-4f63-86b0-98ca613c8142,-4.4374967,5.596415
uuid:9e66f277-3f2f-4f15-a9ec-835670ab6763,2.2813256,8.518781
uuid:e6b406fe-0b13-4f1c-8e13-da961b3f3718,2.3391025,-4.629958
uuid:df65f8c2-3c27-43ce-b9a3-768d964eef51,-4.189792,5.321757
uuid:06132b8c-bbed-43a1-87fe-6117c6386060,3.12977,7.909348
uuid:0f87562b-6725-415e-bfb9-f311ff973ad5,5.0672674,-0.55931634
uuid:6452f378-1a9e-4040-994f-6e8cb1c8feb7,-4.303688,5.4376426
uuid:bbd9a947-0c30-4b43-9d7b-2363f1e869af,1.2955486,7.359595
uuid:fc3ed1b4-8b44-444b-b4a0-b694e815bd67,-4.3038144,5.4522734
uuid:5d34af8b-b386-4856-88e4-93c6237c849d,7.9926844,2.102867
uuid:0743b3c4-9798-49bc-9cfe-91fbc7277dfd,0.42155686,7.7477365
uuid:1d02d91c-2e3c-4bb3-aa2f-ef8bbadfc86a,2.6249266,4.492157
uuid:0bbbef28-4db3-4134-a77c-0b637c431240,-1.7414826,8.826659
uuid:0f0f962d-9a24-43d3-93e5-36d36c830e2f,-0.76777065,9.021853
uuid:e4f7277b-8df2-4c45-890a-8f2d843b4baf,1.2656578,7.7696395
uuid:908accad-460a-4128-8c7d-ce67e85ac448,0.14219108,9.028338
uuid:b0b90934-66cb-4d58-973b-572b46534b90,1.9154812,4.682174
uuid:1163d81e-15af-4c56-8df1-c9e18fb8934a,1.5420643,7.5813346
uuid:fa7df979-c38a-49a3-bc21-500cff4e2fd2,-4.0299697,6.629817
uuid:688aa505-a7f4-43c0-9809-b4ff90ec4cd7,3.9535856,6.6522746
uuid:18e7cd2a-73c6-4edc-a778-3ab9dcee834b,2.3600037,-5.030352
uuid:9ff65c86-40a9-401c-beaf-191be3c72546,-7.5942364,5.094709
uuid:79e89863-6af7-4d25-a1b0-931f2799ac3b,5.152876,-0.33289313
uuid:2b97a9a9-ea55-4803-88b5-f4e0b71ad26f,2.08016,4.7250733
uuid:ff26ea06-6f9f-4887-8a88-4dfc70af4081,-6.9677663,4.640677
uuid:f9ad2170-1c26-415c-a820-103068ae2939,-0.8677788,-1.7064143
uuid:6dcc68c9-f9f1-4449-8c69-f3b0af263cc4,-3.329344,2.3226967
uuid:a200f17d-18b2-449d-9f34-9056117315a7,-0.45593926,7.585794
uuid:ce8b557f-b745-4a0e-91b9-23d383782627,-1.3119258,4.515075
uuid:d654771f-bcc8-453b-89f7-d79be5369815,0.5437087,-4.1066947
uuid:566b629b-fb13-4240-98db-865599af3b3f,6.3867183,0.95011055
uuid:82f35a48-21dd-4aae-abb1-13ae9c180273,-1.8111337,5.6416144
uuid:c869b91d-e68c-4791-98a3-f17fba213566,-3.4723136,6.715492
uuid:1be2d348-663d-47d4-ac5d-1ded9795618b,0.26350537,7.606855
uuid:63ec5ba9-0428-4eeb-ae97-098151192639,-0.25984272,8.948548
uuid:eaa1ed79-a73d-48ea-b977-7be581996156,-2.3444183,6.1675034
uuid:67b073c9-9535-4cf0-ad97-311d67c9949d,-0.7937633,8.938333
uuid:25aa7faa-8111-4198-a247-6eb84a5e49ef,6.8503284,2.0501587
uuid:bebbb4ab-ec49-4f7f-8e16-aa42b88b927f,0.016576914,8.705703
uuid:a12771ec-e117-407d-9f23-9223c8db21b3,-3.5532253,5.0064063
uuid:4e9c91d7-ccba-418b-ade7-730bac92d750,-4.501799,5.28509
uuid:f38ef079-dc62-454c-a7d0-4318ef925514,-3.569481,6.01675
uuid:529ab506-6384-45a1-a8a5-5f7e2ab34ef3,3.8213155,6.251983
uuid:c32b30d1-4df3-4eca-b3fe-0daaf451c0f5,-0.17998466,7.5585246
uuid:cc8668e0-2b89-48bb-8a60-3f10672d0863,2.9138129,6.9338284
uuid:b0db5274-bf5b-4ee4-823e-76a6997a84aa,2.2849033,7.749752
uuid:4cf74098-c6a4-4c89-8a94-7116376a77d1,-5.558452,5.968993
uuid:82b5cd15-3203-47de-85b3-ca56a5d3dab8,0.19097576,0.3948416
uuid:477a5ef8-7f4f-4c72-816e-6258f2cfd395,-3.4790914,7.1827693
uuid:5c55107f-07b1-4c87-9b98-0156ff64c7a3,0.97974944,6.578248
uuid:081b0717-704c-4b59-b42f-ce70ef6fdeaa,3.8711889,-4.1358542
uuid:38c96bc4-1401-4fce-8358-88b8f87b3609,-3.3918054,4.926164
uuid:873a22f8-d32e-442f-a0d5-5f6e5f37ed64,2.0867994,9.022075
uuid:58e6fd13-e8e6-4782-a9dd-fa57afc778f4,0.383538,6.1510987
uuid:5d2589c1-288e-4ea0-94b2-2c7e5944a189,-4.6934853,5.447032
uuid:ca0d0256-57d4-4240-b7e4-37fd30390e67,-7.396382,5.384517
uuid:f86a2241-c699-4c11-9600-c9824ee3ee2d,-5.054021,5.4037633
uuid:327a8bfe-7a6f-42ed-8a64-cd870b9c2bcd,3.5189207,4.679492
uuid:c91f7f04-309d-41f2-85da-de3dacf08941,-2.165764,4.39576
uuid:809ffe2a-5526-40da-8180-7fda8ef017b0,1.3661108,6.3810396
uuid:d8149f95-96f2-4ed0-ae26-63637305b50b,1.4631573,8.278896
uuid:ecab722a-5be6-43a4-8d8a-e2f9bcd40272,4.9824967,-0.31265235
uuid:229e1340-846c-4f82-981a-1f36bc481cf0,-0.068457305,5.2623477
uuid:6bcb7d08-4401-4f19-ac12-6372c892bf30,2.8080406,5.1073995
uuid:dda510cd-1766-4dde-b0e6-b89dedd2b197,0.7899666,5.4510927
uuid:a8abc460-155c-4584-9952-dca7e439844b,1.5974916,-3.9845614
uuid:ec1fecb6-8e3f-4207-aea8-b9f4318d0330,4.5697536,-3.8085396
uuid:eb180cb5-348f-4c12-bc54-5b23c62784f6,7.212769,1.1010036
uuid:11055176-78b8-4bc1-9253-b26bef060660,-4.5645447,6.5592785
uuid:561b2a16-e747-4aff-a674-d5bc7ee44f40,-3.1048286,6.846233
uuid:425c5110-a27d-48ba-8e45-356cf9b7dd8f,4.052382,-0.2820232
uuid:090ef328-bd22-4d06-a479-8216d2a35852,-1.8459007,5.956926
uuid:f4768607-964c-43d6-8f14-fab1db0f2328,8.046711,-1.1892046
uuid:e9daf837-c1df-42df-82cd-cb21d4cd7e8d,-1.8458889,5.9569297
uuid:62eb8104-9390-48f9-bebb-4d5095432942,7.427296,1.4218689
uuid:bd78caf7-917a-4cf4-9268-ff22a98c1aae,5.75578,0.52084976
uuid:444bc057-6100-4f62-a02d-d85faadf928c,4.4202104,0.88445
uuid:7f4a8b7d-e00e-4818-8340-be1d3284b857,6.8787823,-0.18302827
uuid:724e13c7-6ee9-45f5-a765-d36d6ce1d5e6,-3.4127433,2.056728
uuid:1b8a6c19-c267-4b2d-bae1-7319d169c38e,-2.134841,4.532097
uuid:295d19d3-7cdd-48f1-b41f-4b869d056ee8,3.7855868,-4.2730894
uuid:a1a0e0ec-919d-41ad-b6ce-a16f62475faa,7.9066076,-0.93626696
uuid:ae7390ad-5884-4c4f-88de-1c6be6fc6be0,4.736494,6.2978773
uuid:1c203de6-ff98-4abe-8818-5ef75b6dea71,3.9763725,-3.7913387
uuid:6282cd05-6ae3-4f39-adc7-1a45efe1ccce,-5.8858833,1.9164329
uuid:b6e101a0-9c61-4e75-8a64-dae3759f4216,-1.0532519,-1.2452043
uuid:6ebae56f-d50f-4c36-a49f-1aa19f4ce5eb,-1.8338373,8.308751
uuid:b2540f3c-9d70-4fab-aacb-11e33cb24db3,5.337019,-0.8546366
uuid:af51f33b-11c9-4dd0-80eb-953e10384088,-0.6761049,6.0252213
uuid:3ba10d0d-c76b-4f32-80df-d0704bd7c963,0.88019407,-1.2882087
uuid:47f1832a-effe-4f81-86e1-21bb1bf72f7f,-0.13548578,2.5619268
uuid:692f4453-686d-417c-9a5e-c10bf7236e42,5.131486,-1.7460195
uuid:3ca59c60-32be-4cf4-9bff-797f4a73ae13,4.736557,6.2979126
uuid:23623188-d987-49eb-883b-ea52e15f7842,1.3849744,1.1296037
uuid:70dd7e02-d234-4774-9e54-94ba8d881de6,-0.6351642,-0.22054073
uuid:5b2d9788-3f8c-4662-8eaa-570d1f3b27f1,-0.28933996,2.383308
uuid:5685a3bd-c278-4a1b-a372-da28822cf140,-1.1739279,-0.17024456
uuid:b03f8dba-253d-42ec-856b-e2aee3a8127d,4.7599893,-0.6143536
uuid:030573d7-42c7-4b3e-802a-5b1b9f98ed38,2.1680748,-1.7453699
uuid:23d89180-a8ab-4c43-aace-821ed800a804,-0.54539573,4.3784122
uuid:48db5b65-f881-4345-957d-a68fd5ee45ae,-2.0269926,5.448526
uuid:e202bb0c-6087-4367-b698-f928c0ae8d9b,6.5920987,-1.4134865
uuid:b4b82427-2361-4808-8099-35337a048322,-0.32574072,5.6339173
uuid:997000a6-0a8b-47e9-a510-a4c38f655ee8,-0.7422888,6.4937477
uuid:43b04dfc-bab4-4867-bf71-76495cacd6f7,-2.4308546,3.7380648
uuid:c24cc6e3-b93e-4fee-9dc2-55bc77c2fa29,0.062321894,-0.94416577
uuid:8fb4f05a-daa6-423f-992b-1e459b6a0584,-0.73109186,-2.8981133
uuid:7c73ded2-1669-4f48-9865-5eddc3a20ab0,-4.9812326,2.1189206
uuid:a70b2825-4f5a-4b68-aed7-b5e98d2590d0,0.40701988,1.1775438
uuid:f2894158-9aaa-4ed7-a551-d073574a2909,3.0151188,3.5588644
uuid:8527bab1-f2a2-4b5c-9e15-37d0af0a5f75,-1.6782774,-3.766659
uuid:2b426d43-e934-425f-8a2b-799aa8b1634e,5.1920934,-1.6783936
uuid:841fcee6-8c1c-473c-b1e6-bcef3e5b53a8,-0.089471,-1.033512
uuid:fc06bb43-0ba2-428f-b396-2d9ccfb48312,5.6671505,-0.7552661
uuid:e8e291ce-e6c1-41a1-83dc-826caf779f79,1.7511586,-0.7972569
uuid:28f0b7fa-1288-4e32-88fd-2e138745714a,1.992905,-1.6274562
uuid:929b7300-0df2-4529-a073-be9f987ac476,-1.4482443,5.896288
uuid:fa58bec0-e497-4f10-9793-03f2ac12e935,0.15219086,0.28256387
uuid:25836d9d-c3cf-40b4-a172-e42e9964544d,-2.7044642,4.876907
uuid:73979d57-fdc4-4002-add5-b172344537fa,2.4380903,-3.586889
uuid:07b7ac73-964f-4df5-a9af-8c793706271e,-2.5239232,6.5323415
uuid:cb8f60b4-d18e-43da-8914-16707163f836,-1.7497299,3.649963
uuid:aa1d9ab1-46fe-4637-9228-183ae8e8302f,-1.8588513,-1.6652004
uuid:dd54f81b-0d82-42e7-b6df-d8b3440b7c8f,1.0558517,2.1411695
uuid:0abeb1dd-aec2-4d38-b3f3-5f64e7e00c2f,-1.4473461,6.2473283
uuid:8174a80b-b048-47df-b4a6-9e48d83bae96,-5.8992624,1.2508898
uuid:e0704a99-6b12-4fc0-8310-c7cbabfe5a8d,-3.7167065,3.784902
uuid:540a798c-157e-4d95-94a6-b6101916f838,2.3169522,-4.606062
uuid:bf4f3561-bdbc-48b6-a79f-07ab0d95684e,-1.3773919,7.2111373
uuid:939abd5e-cbce-476d-920d-7ec1e0a1b257,4.1302576,-0.37136367
uuid:c0b4489d-04f0-481f-95e0-75aec7fac887,-2.6113024,5.056702
uuid:f1fd56cd-ad77-4ca2-8635-a75fd9111898,0.34468052,-0.60179245
uuid:2c3b4900-2d71-402a-9dd9-f5e09c249cfa,2.6573124,-4.718397
uuid:06e553ce-f491-4bf3-badd-58978f4fe7ac,7.381151,2.6469712
uuid:a619ad13-090c-466f-ad4f-f3ea51cfdd07,3.4461272,2.3830373
uuid:fa21c664-f97e-4441-a654-ae66cc0862fc,4.677389,5.851519
uuid:8d7890a7-3207-45ee-94d4-ddb3a10f5d0e,-2.91778,4.531411
uuid:55f9ab7a-2651-4a90-93a0-a8c9ddc7c6a9,-1.3998715,-0.5831099
uuid:537fc0b8-fb3c-445c-af40-adfd1c57973d,-1.3667444,-4.533507
uuid:b0c01b93-7dd5-476e-bcfc-6fdea50e2b34,-2.1591413,5.4131866
uuid:32789615-a48a-4b0f-ba27-d11992a201d1,-4.127068,-1.316471
uuid:8dd8fd34-ed98-43f3-a58e-150719f83edc,-2.3151062,-0.87695456
uuid:8254d7b9-9875-4abe-b794-10f25a79d93c,1.6875892,1.2829086
uuid:200b3c2c-2489-468d-9af0-e1ea34ab104b,3.7036517,-3.4299748
uuid:1b1ef797-5566-489c-b388-9a5b5c7f7127,5.093178,-0.59806055
uuid:b4a1323c-3bcd-40d1-b7f8-83bb3875c5bb,-4.7398853,5.1569195
uuid:0edb45ab-b8fe-40e8-83d9-4030ec7d3201,-1.2973502,6.781078
uuid:6f677d75-1751-44b2-abf8-383d76237b0b,3.1449533,5.6586094
uuid:69234c84-f662-4fca-a0a3-531c30eaa2b9,4.929472,-0.35804796
uuid:bd17c355-bfb2-4502-aa4a-9612c3786d1e,-2.7294893,7.0559177
uuid:6013de71-1dda-4425-bc25-de7f9bfccb99,5.786852,-2.4484427
uuid:e775454d-b4c8-4b59-b126-c6b508201afa,2.084436,-4.5411286
uuid:e2f693af-738c-42ef-9970-80c5725d7216,1.2694736,2.9553175
uuid:64670ca4-2855-495d-9916-d26ecba992fe,-2.6429212,4.6168017
uuid:9e310465-6628-4e0d-a9d9-1665f7ee5b13,-0.30764055,-3.8906994
uuid:eb7b262d-9ef3-499b-b361-8ac13f82adfa,4.2578173,-2.02053
uuid:19f50fe2-b695-447e-9b16-0acfd131cfa7,-1.2711853,4.669382
uuid:7447d9e5-64a9-445a-91d4-408ab799757a,-0.72130424,-2.0474463
uuid:76544059-e37c-45d6-a1de-53d7ee9b69e4,3.211725,6.718574
uuid:a512fbb4-cd44-4ee7-b635-4952b742f96b,-6.744106,4.514115
uuid:c8a4c2f1-208b-4332-a17f-8afb28ec71e6,8.403381,1.3432316
uuid:a6ef81da-53a2-4e84-8829-b9a08afea2ef,7.3519554,0.12395771
uuid:e8f8e567-513a-4fe7-b858-4de33154fd2c,1.8815624,3.8150883
uuid:50f9ccfa-3ce4-4073-af2d-54fa22816143,3.5143187,-4.8356376
uuid:bdaba329-d62e-4257-88a0-62100b28c015,3.9042168,-1.5675403
uuid:265c1db5-bbe6-4b3b-8d04-217fca8bd398,-0.5114786,5.416561
uuid:65020df0-6ddc-4807-9208-1d3d4d063b7a,0.56240463,5.072764
uuid:128b5606-28b3-46ec-bb78-4830f7319eee,4.1006885,-4.2182436
uuid:dd03e635-c11f-480d-9d70-40bc68b63e2e,-2.7913213,6.109507
uuid:b4b44668-dac9-4876-b3a4-9b14fcea779d,3.1776342,1.1851889
uuid:8a59cc7b-cafb-4690-b4d3-fabdb7d3ebc6,2.9959939,5.7525764
uuid:7656ca5b-8904-4551-9fde-dcf92573c6d3,0.98422563,0.30556086
uuid:3e9f4da0-9538-4ea6-8629-a2be2c1dbc6f,-1.0143974,7.889031
uuid:48d4fb08-578b-409b-8a17-ecc8cef7394d,8.85199,-0.79950625
uuid:3c90a908-af30-46b8-81f4-5c95e31298b9,7.300169,-3.4475784
uuid:7624a97f-cf52-4925-a6eb-6dbe112de305,-5.302396,1.2970022
uuid:3f44e2d2-e31f-4e1c-915b-c455d4ca9e41,-4.913874,-1.989308
uuid:4ea6c3b6-2a68-4181-aaa2-38dd9aaed36b,-1.6097054,6.7037396
uuid:973f82c8-b4f1-4b75-9d54-2f51514a049e,5.0806913,-0.48510772
uuid:ca978475-1353-491c-89ce-b751ec7a093f,-1.6781969,8.069544
uuid:ad4432da-86d6-4208-b177-69c8ef576221,7.8284187,1.5638776
uuid:4422c8f3-791f-448d-b2a6-fb94757d5275,3.7901156,-1.669118
uuid:82ef2711-3a51-4f6b-92d2-ee7076c1b1b1,-2.5849035,-4.564376
uuid:afea2dca-01d3-47d0-977f-8590f0df4543,3.385563,5.769475
uuid:219151e3-aac4-4cc7-8fb4-535e525d0297,1.8265158,-1.6378189
uuid:b9fa73fa-5cf7-451c-86ae-cc4df0eff3fb,0.8150188,-1.4717577
uuid:5109eeda-ddc6-4fc2-8dca-211a84b9ef34,-0.9017552,3.3066688
uuid:466ec5d4-3919-4217-b296-9425d719ad50,-1.9504066,7.0999885
uuid:a1400866-b125-4ec1-b328-0a44c9106381,-0.016673269,-4.1579514
uuid:c42267b8-d944-496c-9497-c6622b0bb447,-1.2246523,4.282891
uuid:486af3c2-c4f8-405a-9b50-db83b80ea8bc,3.9759963,-4.1181936
uuid:11594c78-2522-4da9-9b27-5e4efe3281c7,-0.39487457,2.7327876
uuid:2ae8dc5f-85d9-4092-b8cc-78e77b2378e7,2.4367976,-0.4600848
uuid:2ffccbbc-df53-4edd-8075-830faeaed79e,8.403114,1.192077
uuid:2e95ed99-d6c4-45b7-8920-12341f6d9f98,4.971129,-0.27257365
uuid:086fc121-5e50-48cd-9dd0-af4da7fa96c2,-1.8135637,-4.488916
uuid:00b6b378-9cbb-49e6-9379-efffa1664eeb,3.152538,3.6965353
uuid:87c40f54-f6ea-44d3-845e-53f969343d80,-1.3899868,-3.2283564
uuid:f0a4691e-cbd7-4351-8cbd-687ff7ccfa2e,-2.6246943,4.859848
uuid:29865014-ffb9-4699-9bd4-3b18bf002d9a,-0.28498343,2.4509246
uuid:81bf3f3a-2372-491f-b3e6-2854980f8276,-0.33250222,7.778862
uuid:4ff08fbb-2bbe-40da-90b0-77b3075876cd,-0.5433041,-2.8217382
uuid:f6080c5b-aa37-4a41-a8f5-3c4341db0ea4,3.4953234,-3.5861647
uuid:6851aae6-9a46-410f-9f75-91a547770c50,-0.23898304,5.838241
uuid:30847f1f-6fdd-4650-8d2e-f63ec5ae36d8,0.34577516,1.4706875
uuid:d98fe20b-eb6f-4a9b-ae79-a765269d3725,-0.8295747,4.5804873
uuid:eb6f161d-989a-42d1-bdfe-a3207a986af3,-0.19981503,0.41010037
uuid:7a30dd5e-1c68-4d5b-8ad2-0bbf72504068,8.196831,0.13332017
uuid:5ebf41b1-5ca0-4e52-8ea9-d66efa7e0125,6.5424514,1.7450233
uuid:24e324dc-2159-47f8-b334-66a9ed852ad4,1.8649067,2.2632658
uuid:dc8ce7c6-d13a-4ee3-9332-5294eb58d055,-4.7712517,2.417684
uuid:ba8daa3d-8fb8-4900-8e44-4f6b7c2f8754,4.1461096,-1.8856024
uuid:ecfac639-b4e3-44bd-b103-18d17e7800ad,3.2467887,-3.5489366
uuid:ae778846-56f6-4dfb-86e7-ef1e3a0baa93,6.0701323,-0.7052066
uuid:cab91774-6097-4468-8e33-ce04119543f1,7.255043,2.9220614
uuid:f197d972-da48-4d79-8534-dc760117892a,-1.3851272,-3.043634
uuid:cefa68f3-310f-40de-8334-fd8f564a6286,-1.830779,6.3663597
uuid:032f0ef7-4274-4e22-97eb-6f4da220f810,-1.7391728,7.1706767
uuid:8aaa01c1-9d14-4fe4-ac01-6a46572853c3,3.2069705,-3.4916465
uuid:3f903786-381a-47a4-a7a5-93cfd370361a,3.2540665,2.1948373
uuid:9d18572e-b7cf-4ef2-a4b7-a831240555d0,6.255269,-1.3992637
uuid:115c94f1-a572-4c9d-b400-2eaf09102a2e,-6.416972,-0.56398064
uuid:626c322b-5129-4100-a86d-d940789e8ed3,-1.9535948,4.9657617
uuid:ecaeb5c9-82e6-40bc-81a5-155337cd7385,7.0182495,-1.0443048
uuid:ca731828-fec3-4853-9032-73b831bd58c5,6.5186214,1.2658957
uuid:6a58fd84-98ec-4f4d-95ac-421d792ca644,0.5594917,1.8837384
uuid:c275a0e4-fe21-4e27-9172-80899f463cde,4.965681,-0.61167413
uuid:586ea910-dc02-401c-b18c-e2012998fb2b,4.2855716,0.6573839
uuid:ed092993-7ae7-46bf-aff5-91a5d3401cba,4.285837,-3.7874506
uuid:3693ccec-fe39-4c6a-ab54-5afb0f80c2f2,3.9810574,-0.1647139
uuid:c7bbaac9-ba57-4339-a22c-a995caf36af8,-0.2955569,2.0568333
uuid:50b6f2a4-1ed7-44f9-8df0-7b1d96eb8d67,7.12303,2.0042093
uuid:869a15f6-59d1-4315-a38c-200a5f28ed41,3.2187998,4.153276
uuid:45b4a113-aeef-4a49-a87c-f9da175daaa6,-1.822643,6.3445396
uuid:b589db45-8648-4755-be28-070aa7d5cdf7,-1.6438228,6.806462
uuid:52e6a871-9305-4bcb-86ff-5be7bc99a9c6,0.08972955,6.087532
uuid:3bfe1ad0-426d-4671-810f-2110724c3385,7.8688545,1.4270164
uuid:59c04f24-f31d-4cb6-b19f-f62a3bccbd06,-1.5919993,-3.9422994
uuid:5bd21ec3-f566-417f-837d-acc727f26f82,3.4958706,-2.533154
uuid:13fd72f6-946b-4fc1-bcfd-ee1d737abe85,1.0603646,1.3419416
uuid:1bd480fc-4368-424f-adef-9d617a70e46f,-0.31579614,-2.0440562
uuid:2402256c-8713-4737-9c47-b97a43558705,-1.2453094,-0.29481786
uuid:59865146-4b7a-4357-9d21-4e8a9469bfda,-1.1973847,-0.24005842
uuid:c15438a6-9bcc-4433-9361-69ec3164afc2,1.200642,6.9862494
uuid:60a9215a-e525-456e-8270-37088d0bca8c,-1.6324794,6.71419
uuid:3cebf87f-6a15-4071-85f7-c29ba02714a3,-1.9577217,6.2285104
uuid:24140531-d4a6-4787-8ef0-bff9779b62cb,3.3934093,4.4309535
uuid:9e78a2c6-6406-4e97-8cb6-67e3de86f727,0.8199027,4.985592
uuid:a91c3cf8-01a2-4747-aaea-f56367256905,5.393147,0.9588801
uuid:7dc23b81-ad4a-41b0-88c6-6b97641547e9,3.8739312,-3.1603029
uuid:f72c5d11-d959-4778-831d-2abe07945398,-0.910678,-0.75653833
uuid:81f42024-e5b6-413e-bcba-3b99133aedba,1.3133596,2.189993
uuid:e66f8f44-cf67-4bc4-8640-ee4f6ff2ebac,3.9994638,-1.6600533
uuid:316b763d-cda4-4a93-a02b-d248cb4f2c8c,7.55746,-0.7124645
uuid:e48c618f-f595-4b78-beb7-343a4cca32dc,4.0096936,3.5727744
uuid:d98965d7-ef22-41a7-8435-d4e4b95cca1f,0.5255988,5.4932766
uuid:47bdfac7-3ac5-4cfe-8bcf-fef2bd591cbc,6.6364202,-1.0767449
uuid:fe6d87cf-0ec5-4908-9c9a-35007eb160c3,-1.0826936,6.525639
uuid:35d0f569-200b-452b-b470-34a56b803d7f,3.5206378,1.2633109
uuid:5c84b35a-39d0-4c19-a905-a7bf60239138,-6.1044874,2.2663627
uuid:c2f9ff48-0c3f-480d-b8df-88b94a4dbeb1,6.713274,-0.906738
uuid:d8b5b782-b329-464d-9210-89bb30494167,3.1586878,-3.9991171
uuid:5c9ed04e-c5df-4c06-8850-41ac33f08167,-1.4075636,3.4833035
uuid:a610007f-e94e-401b-885c-4b7c29f50ca7,3.1670644,-3.9428627
uuid:2707ef9e-160d-4ba4-94b3-ac5d14ab2155,5.086101,-0.49605653
uuid:7f6b5eda-15d8-4228-ad9a-8c27f8c5c258,5.0247393,-0.59722656
uuid:d95e775d-5a0c-4ced-9446-44aad351c44a,1.4916959,-4.0916986
uuid:16c6d03b-99f0-408a-9f30-9ac31f59d4b4,8.148195,-1.5323554
uuid:79e339ff-8338-4519-b342-1daf50812cf2,7.4097314,1.6560601
uuid:d179b383-7e65-436b-ba66-5aa99aee0b4a,0.520184,-4.0678654
uuid:821d5aaf-99a8-4fc7-a32d-eadb5d104aa9,2.5175583,-4.567773
uuid:528b3a9c-21a7-4010-827f-311c5df180d3,5.1441545,-2.3601253
uuid:0cc79008-8a33-46c3-8949-e6124be16e73,2.4390838,-4.691408
uuid:a3daa041-8a33-49ec-a0dc-26c88df0e83d,6.281378,-2.7653875
uuid:7d79eae7-eb24-42b2-b290-f0213bf68711,1.5441794,2.900843
uuid:08fa6ced-81e0-4d6a-9242-952b383562fb,-1.3956767,-2.0698776
uuid:d61e191a-5142-4eca-b108-b4d9ad655996,2.960033,-2.4686053
uuid:c42b2cc3-9ea8-4f94-acbb-403d019bbb81,2.9535873,-4.009808
uuid:6b210945-7004-430e-884e-72b27a7f5acc,1.2618083,0.4525794
uuid:c5e0bc71-db3a-4619-a658-b0a773f45904,1.0941638,-1.5705562
uuid:92b0cc4a-df28-4b53-b616-c0dd2ed38080,-0.13002223,0.40753603
uuid:0a2477b4-8dab-4cca-9e19-5dbb10ce64a7,0.8046713,-2.0998983
uuid:d66698a2-da93-4e1d-86ac-fc451deba41c,-0.6945354,-2.3618267
uuid:789c2c10-94d7-4e23-ba35-199b7fa11add,1.3691481,8.810399
uuid:2e8cf03e-2353-4770-be9b-686f3cf12229,-5.4522486,1.1626592
uuid:2c07c294-ece4-4bb3-8ec1-1bda6b3d8289,6.84221,0.13506265
uuid:80c24458-1b68-428c-a39e-670bc5e3bbea,7.0541,2.7213268
uuid:4db0aee4-40dc-4bfa-bae9-7be0916e4859,7.8730974,2.253549
uuid:25b7512a-b663-4973-884d-6a160087f566,8.210661,-0.88652766
uuid:96cb75a3-7cf9-41a4-bce9-bc6a6ff5eb7e,-4.8188033,0.8434255
uuid:0d071bec-1ffc-4e18-8d13-31961e7b72ba,0.07939288,-3.2400565
uuid:fe05e4b1-a318-4ab3-84d1-b7d6564c69e5,7.497365,-0.92500407
uuid:3acaec3f-4775-4895-b725-c2e338fe88d3,-2.4100895,4.9179378
